MatchID,Date,Team,Goals,TeamLocation,OpposingTeam,FullTimeResult,HalfTimeResult,HalfTimeGoals,ShotsOnTarget,Corners,FoulsCommitted,YellowCards,RedCards,Season
1,19/08/16,La Coruna,2,Local,Eibar,Victoria,Empate,0,6,1,14,3,0,16-17
1,19/08/16,Eibar,1,Visitante,La Coruna,Derrota,Empate,0,6,8,17,3,0,16-17
2,19/08/16,Malaga,1,Local,Osasuna,Empate,Empate,0,4,5,11,2,0,16-17
2,19/08/16,Osasuna,1,Visitante,Malaga,Empate,Empate,0,3,3,22,3,0,16-17
3,20/08/16,Barcelona,6,Local,Betis,Victoria,Victoria,3,12,10,17,1,0,16-17
3,20/08/16,Betis,2,Visitante,Barcelona,Derrota,Derrota,1,2,2,13,3,0,16-17
4,20/08/16,Granada,1,Local,Villarreal,Empate,Empate,0,1,7,17,2,0,16-17
4,20/08/16,Villarreal,1,Visitante,Granada,Empate,Empate,0,3,3,11,3,0,16-17
5,20/08/16,Sevilla,6,Local,Espanol,Victoria,Empate,3,11,8,8,2,0,16-17
5,20/08/16,Espanol,4,Visitante,Sevilla,Derrota,Empate,3,7,2,15,2,0,16-17
6,21/08/16,Ath Madrid,1,Local,Alaves,Empate,Empate,0,6,20,7,0,0,16-17
6,21/08/16,Alaves,1,Visitante,Ath Madrid,Empate,Empate,0,1,2,15,4,0,16-17
7,21/08/16,Sociedad,0,Local,Real Madrid,Derrota,Derrota,0,0,4,22,2,0,16-17
7,21/08/16,Real Madrid,3,Visitante,Sociedad,Victoria,Victoria,2,8,7,11,3,0,16-17
8,21/08/16,Sp Gijon,2,Local,Ath Bilbao,Victoria,Empate,0,4,2,18,3,0,16-17
8,21/08/16,Ath Bilbao,1,Visitante,Sp Gijon,Derrota,Empate,0,4,5,15,3,0,16-17
9,22/08/16,Celta,0,Local,Leganes,Derrota,Empate,0,2,8,5,4,0,16-17
9,22/08/16,Leganes,1,Visitante,Celta,Victoria,Empate,0,6,4,13,1,1,16-17
10,22/08/16,Valencia,2,Local,Las Palmas,Derrota,Derrota,2,8,12,15,2,0,16-17
10,22/08/16,Las Palmas,4,Visitante,Valencia,Victoria,Victoria,3,4,1,18,2,0,16-17
11,26/08/16,Betis,0,Local,La Coruna,Empate,Empate,0,5,13,20,0,0,16-17
11,26/08/16,La Coruna,0,Visitante,Betis,Empate,Empate,0,1,2,15,2,0,16-17
12,26/08/16,Espanol,2,Local,Malaga,Empate,Victoria,1,2,3,20,2,0,16-17
12,26/08/16,Malaga,2,Visitante,Espanol,Empate,Derrota,0,3,4,17,4,0,16-17
13,27/08/16,Eibar,1,Local,Valencia,Victoria,Empate,0,6,6,13,2,0,16-17
13,27/08/16,Valencia,0,Visitante,Eibar,Derrota,Empate,0,3,10,11,2,0,16-17
14,27/08/16,Leganes,0,Local,Ath Madrid,Empate,Empate,0,1,1,19,3,0,16-17
14,27/08/16,Ath Madrid,0,Visitante,Leganes,Empate,Empate,0,3,8,5,1,0,16-17
15,27/08/16,Osasuna,0,Local,Sociedad,Derrota,Derrota,0,3,10,14,2,0,16-17
15,27/08/16,Sociedad,2,Visitante,Osasuna,Victoria,Victoria,1,4,1,14,1,0,16-17
16,27/08/16,Real Madrid,2,Local,Celta,Victoria,Empate,0,10,7,8,0,0,16-17
16,27/08/16,Celta,1,Visitante,Real Madrid,Derrota,Empate,0,3,2,11,2,0,16-17
17,28/08/16,Alaves,0,Local,Sp Gijon,Empate,Empate,0,2,4,10,1,0,16-17
17,28/08/16,Sp Gijon,0,Visitante,Alaves,Empate,Empate,0,1,6,12,1,0,16-17
18,28/08/16,Ath Bilbao,0,Local,Barcelona,Derrota,Derrota,0,4,4,20,5,0,16-17
18,28/08/16,Barcelona,1,Visitante,Ath Bilbao,Victoria,Victoria,1,3,4,13,4,0,16-17
19,28/08/16,Las Palmas,5,Local,Granada,Victoria,Empate,1,10,6,8,5,0,16-17
19,28/08/16,Granada,1,Visitante,Las Palmas,Derrota,Empate,1,2,4,16,1,0,16-17
20,28/08/16,Villarreal,0,Local,Sevilla,Empate,Empate,0,5,5,16,1,0,16-17
20,28/08/16,Sevilla,0,Visitante,Villarreal,Empate,Empate,0,0,1,12,3,0,16-17
21,09/09/16,Sociedad,1,Local,Espanol,Empate,Empate,0,3,11,10,2,0,16-17
21,09/09/16,Espanol,1,Visitante,Sociedad,Empate,Empate,0,1,1,10,2,1,16-17
22,10/09/16,Barcelona,1,Local,Alaves,Derrota,Derrota,0,2,13,12,1,0,16-17
22,10/09/16,Alaves,2,Visitante,Barcelona,Victoria,Victoria,1,4,0,12,1,0,16-17
23,10/09/16,Celta,0,Local,Ath Madrid,Derrota,Empate,0,1,6,13,1,0,16-17
23,10/09/16,Ath Madrid,4,Visitante,Celta,Victoria,Empate,0,6,4,12,2,0,16-17
24,10/09/16,Malaga,0,Local,Villarreal,Derrota,Derrota,0,2,9,8,2,0,16-17
24,10/09/16,Villarreal,2,Visitante,Malaga,Victoria,Victoria,2,6,7,14,1,0,16-17
25,10/09/16,Real Madrid,5,Local,Osasuna,Victoria,Victoria,3,11,6,14,2,0,16-17
25,10/09/16,Osasuna,2,Visitante,Real Madrid,Derrota,Derrota,0,3,7,14,2,1,16-17
26,10/09/16,Sevilla,2,Local,Las Palmas,Victoria,Derrota,0,7,10,15,2,0,16-17
26,10/09/16,Las Palmas,1,Visitante,Sevilla,Derrota,Victoria,1,4,1,13,4,1,16-17
27,11/09/16,Granada,1,Local,Eibar,Derrota,Derrota,0,5,6,7,2,0,16-17
27,11/09/16,Eibar,2,Visitante,Granada,Victoria,Victoria,1,8,7,8,0,1,16-17
28,11/09/16,La Coruna,0,Local,Ath Bilbao,Derrota,Derrota,0,3,7,15,2,0,16-17
28,11/09/16,Ath Bilbao,1,Visitante,La Coruna,Victoria,Victoria,1,2,6,15,3,0,16-17
29,11/09/16,Sp Gijon,2,Local,Leganes,Victoria,Victoria,2,4,3,12,0,0,16-17
29,11/09/16,Leganes,1,Visitante,Sp Gijon,Derrota,Derrota,0,2,5,16,2,0,16-17
30,11/09/16,Valencia,2,Local,Betis,Derrota,Derrota,0,9,5,15,2,1,16-17
30,11/09/16,Betis,3,Visitante,Valencia,Victoria,Victoria,1,5,5,21,4,0,16-17
31,16/09/16,Betis,2,Local,Granada,Empate,Derrota,1,7,7,13,4,1,16-17
31,16/09/16,Granada,2,Visitante,Betis,Empate,Victoria,2,8,3,17,3,1,16-17
32,17/09/16,Ath Madrid,5,Local,Sp Gijon,Victoria,Victoria,3,7,1,14,0,0,16-17
32,17/09/16,Sp Gijon,0,Visitante,Ath Madrid,Derrota,Derrota,0,1,4,9,2,0,16-17
33,17/09/16,Eibar,1,Local,Sevilla,Empate,Derrota,0,2,4,19,1,2,16-17
33,17/09/16,Sevilla,1,Visitante,Eibar,Empate,Victoria,1,4,2,10,1,0,16-17
34,17/09/16,Las Palmas,1,Local,Malaga,Victoria,Victoria,1,2,2,11,3,0,16-17
34,17/09/16,Malaga,0,Visitante,Las Palmas,Derrota,Derrota,0,2,2,18,1,0,16-17
35,17/09/16,Leganes,1,Local,Barcelona,Derrota,Derrota,0,6,2,28,4,0,16-17
35,17/09/16,Barcelona,5,Visitante,Leganes,Victoria,Victoria,3,7,5,7,2,0,16-17
36,18/09/16,Ath Bilbao,2,Local,Valencia,Victoria,Victoria,2,4,7,19,4,0,16-17
36,18/09/16,Valencia,1,Visitante,Ath Bilbao,Derrota,Derrota,1,2,1,20,4,0,16-17
37,18/09/16,Espanol,0,Local,Real Madrid,Derrota,Derrota,0,2,4,19,4,0,16-17
37,18/09/16,Real Madrid,2,Visitante,Espanol,Victoria,Victoria,1,7,5,8,2,0,16-17
38,18/09/16,Osasuna,0,Local,Celta,Empate,Empate,0,2,3,18,4,0,16-17
38,18/09/16,Celta,0,Visitante,Osasuna,Empate,Empate,0,5,5,13,1,0,16-17
39,18/09/16,Villarreal,2,Local,Sociedad,Victoria,Victoria,2,4,3,13,2,0,16-17
39,18/09/16,Sociedad,1,Visitante,Villarreal,Derrota,Derrota,1,2,6,16,3,1,16-17
40,19/09/16,Alaves,0,Local,La Coruna,Empate,Empate,0,1,4,16,3,0,16-17
40,19/09/16,La Coruna,0,Visitante,Alaves,Empate,Empate,0,1,5,8,4,0,16-17
41,20/09/16,Malaga,2,Local,Eibar,Victoria,Empate,1,6,7,7,2,0,16-17
41,20/09/16,Eibar,1,Visitante,Malaga,Derrota,Empate,1,3,5,13,4,0,16-17
42,20/09/16,Sevilla,1,Local,Betis,Victoria,Empate,0,3,6,24,5,0,16-17
42,20/09/16,Betis,0,Visitante,Sevilla,Derrota,Empate,0,3,2,17,4,0,16-17
43,21/09/16,Barcelona,1,Local,Ath Madrid,Empate,Victoria,1,7,8,14,2,0,16-17
43,21/09/16,Ath Madrid,1,Visitante,Barcelona,Empate,Derrota,0,4,2,17,4,0,16-17
44,21/09/16,Celta,2,Local,Sp Gijon,Victoria,Empate,0,5,8,16,2,0,16-17
44,21/09/16,Sp Gijon,1,Visitante,Celta,Derrota,Empate,0,1,0,8,3,0,16-17
45,21/09/16,Granada,1,Local,Ath Bilbao,Derrota,Empate,1,2,6,8,1,0,16-17
45,21/09/16,Ath Bilbao,2,Visitante,Granada,Victoria,Empate,1,8,3,9,0,0,16-17
46,21/09/16,Real Madrid,1,Local,Villarreal,Empate,Derrota,0,6,17,9,4,0,16-17
46,21/09/16,Villarreal,1,Visitante,Real Madrid,Empate,Victoria,1,3,3,9,1,0,16-17
47,21/09/16,Sociedad,4,Local,Las Palmas,Victoria,Victoria,3,7,7,3,1,0,16-17
47,21/09/16,Las Palmas,1,Visitante,Sociedad,Derrota,Derrota,0,3,4,7,2,1,16-17
48,22/09/16,La Coruna,1,Local,Leganes,Derrota,Victoria,1,5,7,20,0,0,16-17
48,22/09/16,Leganes,2,Visitante,La Coruna,Victoria,Derrota,0,2,1,18,3,0,16-17
49,22/09/16,Osasuna,1,Local,Espanol,Derrota,Derrota,0,11,7,16,2,0,16-17
49,22/09/16,Espanol,2,Visitante,Osasuna,Victoria,Victoria,1,2,1,14,1,0,16-17
50,22/09/16,Valencia,2,Local,Alaves,Victoria,Empate,1,2,7,14,2,0,16-17
50,22/09/16,Alaves,1,Visitante,Valencia,Derrota,Empate,1,1,4,13,3,0,16-17
51,23/09/16,Betis,1,Local,Malaga,Victoria,Victoria,1,4,6,20,4,0,16-17
51,23/09/16,Malaga,0,Visitante,Betis,Derrota,Derrota,0,6,5,15,6,0,16-17
52,24/09/16,Ath Bilbao,3,Local,Sevilla,Victoria,Victoria,1,7,4,9,2,0,16-17
52,24/09/16,Sevilla,1,Visitante,Ath Bilbao,Derrota,Derrota,0,2,5,9,2,1,16-17
53,24/09/16,Eibar,2,Local,Sociedad,Victoria,Empate,0,3,5,15,4,0,16-17
